domain,intent_group,intent,nn-NO,bm-NO,duration,transcription,spontaneous,channel_1,channel_2,speaker,dialect
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],begynn eit videoanrop med ho Anna,begynn et videoanrop med hun Anna,3.335,begynn et videoanrop med ho anna ; <bn>,False,KNN20211012-0937_mix_1011716_1015051_1.wav,KNN20211012-0937_mix_1011716_1015051_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan gjerne videocalle ho Anna,du kan gjerne videocalle hun Anna,2.816,du kan gjerne videocalle ho anna,False,KNN20211012-0937_mix_1015051_1017867_1.wav,KNN20211012-0937_mix_1015051_1017867_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan godt ringe ho Anna på videoanrop for meg,du kan godt ringe hun Anna på videoanrop for meg,4.464,du kan godt ringe ho anna på videoanrop for meg,False,KNN20211012-0937_mix_1017867_1022331_1.wav,KNN20211012-0937_mix_1017867_1022331_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan ringe ho Anna på mobilen med video,du kan ringe hun Anna på mobilen med video,3.567,du kan ringe ho anna på mobilen med video,False,KNN20211012-0937_mix_1022331_1025897_1.wav,KNN20211012-0937_mix_1022331_1025897_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan video-ringe ho Anna,du kan video-ringe hun Anna,2.464,du kan videoringe ho anna,False,KNN20211012-0937_mix_1025897_1028362_1.wav,KNN20211012-0937_mix_1025897_1028362_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du må ringe ho Anna på video for meg,du må ringe hun Anna på video for meg,3.329,du må ringe ho anna på video for meg,False,KNN20211012-0937_mix_1028362_1031691_1.wav,KNN20211012-0937_mix_1028362_1031691_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg må ha ein videosamtale med ho Anna,jeg må ha en videosamtale med hun Anna,3.2,eg må ha en videosamtale med ho anna,False,KNN20211012-0937_mix_1031691_1034891_1.wav,KNN20211012-0937_mix_1031691_1034891_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg må ta ein videosamtale med ho Anna,jeg må ta en videosamtale med hun Anna,3.28,eg må ta en videosamtale med ho anna,False,KNN20211012-0937_mix_1034891_1038171_1.wav,KNN20211012-0937_mix_1034891_1038171_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil at du skal video-calle til ho Anna,jeg vil at du skal video-calle til hun Anna,4.507,eg vil at du skal videocalle til ho anna,False,KNN20211012-0937_mix_1038171_1042678_1.wav,KNN20211012-0937_mix_1038171_1042678_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil gjerne ringe ho Anna på kamera,jeg vil gjerne ringe hun Anna på kamera,3.168,eg vil gjerne ringe ho anna på kamera,False,KNN20211012-0937_mix_1042678_1045846_1.wav,KNN20211012-0937_mix_1042678_1045846_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ha ein video-call med Anna,jeg vil ha en video-call med Anna,3.266,eg vil ha en videocall med anna ; <bn>,False,KNN20211012-0937_mix_1045846_1049112_1.wav,KNN20211012-0937_mix_1045846_1049112_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ringe med video,jeg vil ringe med video,2.207,eg vil ringe med video,False,KNN20211012-0937_mix_1049112_1051319_1.wav,KNN20211012-0937_mix_1049112_1051319_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ringe til ho Anna med videosamtale,jeg vil ringe til hun Anna med videosamtale,3.604,eg vil ringe til ho anna med videosamtale,False,KNN20211012-0937_mix_1051319_1054923_1.wav,KNN20211012-0937_mix_1051319_1054923_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil starte ein videosamtale med 23 27 60 00,jeg vil starte en videosamtale med 23 27 60 00,6.765,eg vil starte en videosamtale med to tre to sju seks null null null,False,KNN20211012-0937_mix_1054923_1061688_1.wav,KNN20211012-0937_mix_1054923_1061688_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ta ein telefon med video,jeg vil ta en telefon med video,3.55,eg vil ta en telefon med video,False,KNN20211012-0937_mix_1061688_1065238_1.wav,KNN20211012-0937_mix_1061688_1065238_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil video-calle Norli,jeg vil video-calle Norli,3.696,eg vil videocalle norli,False,KNN20211012-0937_mix_1065238_1068934_1.wav,KNN20211012-0937_mix_1065238_1068934_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ringe ho Anna på videoen på mobilen,kan du ringe hun Anna på videoen på mobilen,3.242,kan du ringe ho anna på videoen på mobilen,False,KNN20211012-0937_mix_1068934_1072176_1.wav,KNN20211012-0937_mix_1068934_1072176_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ringe til 23 27 60 00 på video,kan du ringe til 23 27 60 00 på video,6.096,kan du ringe til to tre to sju seks null null null på video,False,KNN20211012-0937_mix_1072176_1078272_1.wav,KNN20211012-0937_mix_1072176_1078272_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ringe til nummeret 23 27 60 00 med videosamtale,kan du ringe til nummeret 23 27 60 00 med videosamtale,5.998,kan du ringe til nummeret to tre to sju seks null null null med videosamtale,False,KNN20211012-0937_mix_1078272_1084270_1.wav,KNN20211012-0937_mix_1078272_1084270_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du starte ein ny videosamtale er du snill,kan du starte en ny videosamtale er du snill,3.361,kan du starte en ny videosamtale er du snill,False,KNN20211012-0937_mix_1084906_1088267_1.wav,KNN20211012-0937_mix_1084906_1088267_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ta og ringe ho Anna med kamera,kan du ta og ringe hun Anna med kamera,2.783,kan du ta og ringe ho anna med kamera,False,KNN20211012-0937_mix_1088267_1091050_1.wav,KNN20211012-0937_mix_1088267_1091050_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du video-ringe 23 27 60 00,kan du video-ringe 23 27 60 00,5.248,kan du videoringe to tre to sju seks null null null,False,KNN20211012-0937_mix_1091050_1096298_1.wav,KNN20211012-0937_mix_1091050_1096298_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du video-ringe ho Anna på mobilen ver så snill,kan du video-ringe hun Anna på mobilen vær så snill,4.944,kan du ring£ videoringe ho anna på mobilen vær så snill,False,KNN20211012-0937_mix_1096298_1101242_1.wav,KNN20211012-0937_mix_1096298_1101242_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du vere så snill å ringe ho Anna på videoanrop for meg,kan du være så snill å ringe hun Anna på videoanrop for meg,3.585,kan du være så snill å ringe ho anna på videoanrop for meg,False,KNN20211012-0937_mix_1101242_1104827_1.wav,KNN20211012-0937_mix_1101242_1104827_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan eg starte eit videoanrop,kan jeg starte et videoanrop,2.703,kan eg starte et videoanrop,False,KNN20211012-0937_mix_1104827_1107530_1.wav,KNN20211012-0937_mix_1104827_1107530_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring ho Anna med video på mobilen ver så snill,ring hun Anna med video på mobilen vær så snill,3.9,ring ho anna med video på mobilen vær så snill,False,KNN20211012-0937_mix_1107530_1111430_1.wav,KNN20211012-0937_mix_1107530_1111430_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring ho Anna mobil med video,ring hun Anna mobil med video,2.651,ring ho anna mobil med video,False,KNN20211012-0937_mix_1111430_1114081_1.wav,KNN20211012-0937_mix_1111430_1114081_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring med eit videoanrop,ring med et videoanrop,3.797,ring med et videoanrop,False,KNN20211012-0937_mix_1114081_1117878_1.wav,KNN20211012-0937_mix_1114081_1117878_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring med video,ring med video,1.947,ring med video,False,KNN20211012-0937_mix_1117878_1119825_1.wav,KNN20211012-0937_mix_1117878_1119825_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring Norli Bogstadveien med videosamtale,ring Norli Bogstadveien med videoanrop,3.889,ring norli i bogstadveien med videoanrop,False,KNN20211012-0937_mix_1119825_1123714_1.wav,KNN20211012-0937_mix_1119825_1123714_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring søstera mi med videoanrop,ring søstera mi med videoanrop,2.543,ring søstera mi med videoanrop,False,KNN20211012-0937_mix_1123714_1126257_1.wav,KNN20211012-0937_mix_1123714_1126257_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring til ho Anna med kamera,ring til hun Anna med kamera,2.879,ring til ho anna med kamera,False,KNN20211012-0937_mix_1126257_1129136_1.wav,KNN20211012-0937_mix_1126257_1129136_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],slå nummeret 23 27 60 00 og ring med videoanrop,slå nummeret 23 27 60 00 og ring med videoanrop,6.274,slå nummeret to tre to sju seks null null null og ring med videoanrop,False,KNN20211012-0937_mix_1129136_1135410_1.wav,KNN20211012-0937_mix_1129136_1135410_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],start eit telefonanrop med kamera med ho Anna,start et telefonanrop med kamera med hun Anna,4.19,start et telefonanrop med kamera med ho anna,False,KNN20211012-0937_mix_1135410_1139600_1.wav,KNN20211012-0937_mix_1135410_1139600_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],start videocall med 23 27 60 00,start videocall med 23 27 60 00,5.651,start videocall med to tre to sju seks null null null,False,KNN20211012-0937_mix_1139600_1145251_1.wav,KNN20211012-0937_mix_1139600_1145251_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ver vennleg og ring med videoanrop til nummeret 23 27 60 00,vennligst ring med videoanrop til nummeret 23 27 60 00,6.574,vennligst ring med videoanrop til nummeret to tre to sju seks null null null,False,KNN20211012-0937_mix_1145251_1151825_1.wav,KNN20211012-0937_mix_1145251_1151825_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],video-call ho Anna,video-call hun Anna,2.415,videocall ho anna,False,KNN20211012-0937_mix_1151825_1154240_1.wav,KNN20211012-0937_mix_1151825_1154240_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],video-ring ho Anna,video-ring hun Anna,1.954,videoring ho anna,False,KNN20211012-0937_mix_1154240_1156194_1.wav,KNN20211012-0937_mix_1154240_1156194_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ver så snill og ring med videosamtale til ho Anna,vær så snill og ring med videosamtale til hun Anna,4.496,vær så snill og ring med videosamtale til ho anna ; <bn>,False,KNN20211012-0937_mix_1156194_1160690_1.wav,KNN20211012-0937_mix_1156194_1160690_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ta kontakt med anna og sett på videoen,ta kontakt med anna og sett på videoen,4.158,ta kontakt med anna og sett på videoen,True,KMN20211117-1300_mix_324083_328241_1.wav,KMN20211117-1300_mix_324083_328241_2.wav,KMN,mid
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],begynn eit videoanrop,begynn et videoanrop,2.309,begynn et videoanrop,False,KNN20211014-0930_mix_1062214_1064523_1.wav,KNN20211014-0930_mix_1062214_1064523_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan gjerne ringe til ho Anna med videoanrop,du kan gjerne ringe til hun Anna med videoanrop,3.441,du kan gjerne ringe til ho anna med videoanrop,False,KNN20211014-0930_mix_1064523_1067964_1.wav,KNN20211014-0930_mix_1064523_1067964_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan godt ringe ho Anna på videoanrop,du kan godt ringe hun Anna på videoanrop,3.449,du kan godt ringe ho anna på videoanrop,False,KNN20211014-0930_mix_1067964_1071413_1.wav,KNN20211014-0930_mix_1067964_1071413_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan godt video-ringe ho Anna på telefonen,du kan godt video-ringe hun Anna på telefonen,3.838,du kan godt videoringe ho anna på telefonen,False,KNN20211014-0930_mix_1071413_1075251_1.wav,KNN20211014-0930_mix_1071413_1075251_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du kan ta ein videotelefon til ho Anna,du kan ta en videotelefon til hun Anna,3.324,du kan ta en videotelefon til ho anna,False,KNN20211014-0930_mix_1075251_1078575_1.wav,KNN20211014-0930_mix_1075251_1078575_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du må ringe ho Anna med kamera,du må ringe hun Anna med kamera,2.503,du må ringe ho anna med kamera,False,KNN20211014-0930_mix_1078575_1081078_1.wav,KNN20211014-0930_mix_1078575_1081078_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],du må video-ringe til ho Anna,du må video-ringe til hun Anna,2.858,du må videoringe til ho anna,False,KNN20211014-0930_mix_1081078_1083936_1.wav,KNN20211014-0930_mix_1081078_1083936_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg må ta ein samtale med ho Anna på video,jeg må ta en samtale med hun Anna på video,3.301,eg må ta en samtale med ho anna på video,False,KNN20211014-0930_mix_1083936_1087237_1.wav,KNN20211014-0930_mix_1083936_1087237_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil at du skal ringe ho Anna med video for meg,jeg vil at du skal ringe hun Anna med video for meg,3.434,eg vil at du skal ringe ho anna med video for meg,False,KNN20211014-0930_mix_1087237_1090671_1.wav,KNN20211014-0930_mix_1087237_1090671_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil at du skal video-ringe ho Anna,jeg vil at du skal video-ringe hun Anna,3.217,eg vil at du skal videoringe ho anna,False,KNN20211014-0930_mix_1090671_1093888_1.wav,KNN20211014-0930_mix_1090671_1093888_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil gjerne snakke med ho Anna på videotelefon,jeg vil gjerne snakke med hun Anna på videotelefon,3.71,eg vil gjerne snakke med ho anna på videotelefon,False,KNN20211014-0930_mix_1093888_1097598_1.wav,KNN20211014-0930_mix_1093888_1097598_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ha ei videosamtale med ho Anna,jeg vil ha en videosamtale med hun Anna,3.057,eg vil ha ei videosamtale med ho anna,False,KNN20211014-0930_mix_1097598_1100655_1.wav,KNN20211014-0930_mix_1097598_1100655_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil ringe med videosamtale,jeg vil ringe med videosamtale,2.96,eg vil ringe med videosamtale,False,KNN20211014-0930_mix_1100655_1103615_1.wav,KNN20211014-0930_mix_1100655_1103615_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil snakke med ho Anna på video på telefonen no,jeg vil snakke med hun Anna på video på telefonen nå,3.955,eg vil snakke med ho anna på video på telefonen no,False,KNN20211014-0930_mix_1103615_1107570_1.wav,KNN20211014-0930_mix_1103615_1107570_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil starte ein videosamtale med ho Anna,jeg vil starte en videosamtale med hun Anna,3.598,eg vil starte en videosamtale med ho anna,False,KNN20211014-0930_mix_1107570_1111168_1.wav,KNN20211014-0930_mix_1107570_1111168_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil video-calle,jeg vil video-calle,2.239,eg vil videocalle,False,KNN20211014-0930_mix_1111168_1113407_1.wav,KNN20211014-0930_mix_1111168_1113407_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],eg vil video-ringe ho Anna no,jeg vil video-ringe hun Anna nå,3.414,eg vil videoringe ho anna no,False,KNN20211014-0930_mix_1113407_1116821_1.wav,KNN20211014-0930_mix_1113407_1116821_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ringe med video til telefonnummeret 23 27 60 00,kan du ringe med video til telefonnummeret 23 27 60 00,6.891,kan du ringe med video til telefonnummeret to tre to sju seks null null null,False,KNN20211014-0930_mix_1116821_1123712_1.wav,KNN20211014-0930_mix_1116821_1123712_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ringe til ho Anna med video,kan du ringe til hun Anna med video,3.587,kan du ringe til ho anna med video,False,KNN20211014-0930_mix_1123712_1127299_1.wav,KNN20211014-0930_mix_1123712_1127299_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du starte ein videosamtale,kan du starte en videosamtale,3.147,kan du starte en videosamtale,False,KNN20211014-0930_mix_1127299_1130446_1.wav,KNN20211014-0930_mix_1127299_1130446_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du starte ein videosamtale med ho Anna,kan du starte en videosamtale med hun Anna,2.993,kan du starte en videosamtale med ho anna,False,KNN20211014-0930_mix_1130446_1133439_1.wav,KNN20211014-0930_mix_1130446_1133439_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du ta å ringe ho Anna med video for meg,kan du ta å ringe hun Anna med video for meg,3.142,kan du ta å ringe ho anna med video for meg,False,KNN20211014-0930_mix_1133439_1136581_1.wav,KNN20211014-0930_mix_1133439_1136581_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du video-ringe ho Anna,kan du video-ringe hun Anna,2.316,kan du videoringe ho anna,False,KNN20211014-0930_mix_1136581_1138897_1.wav,KNN20211014-0930_mix_1136581_1138897_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du vere så snill å ringe ho Anna med videoanrop,kan du være så snill å ringe hun Anna med videoanrop,3.599,kan du være så snill å ringe ho anna med videoanrop,False,KNN20211014-0930_mix_1138897_1142496_1.wav,KNN20211014-0930_mix_1138897_1142496_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],kan du vere så snill å ringe til ho Anna på video,kan du være så snill å ringe til hun Anna på video,3.844,kan du være så snill å ringe til ho anna på te£ på video,False,KNN20211014-0930_mix_1142496_1146340_1.wav,KNN20211014-0930_mix_1142496_1146340_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring ho Anna med video,ring hun Anna med video,2.032,ring ho anna med video,False,KNN20211014-0930_mix_1147440_1149472_1.wav,KNN20211014-0930_mix_1147440_1149472_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring ho Anna med videosamtale på mobilen,ring hun Anna med videosamtale på mobilen,3.235,ring ho anna med videosamtale på mobilen,False,KNN20211014-0930_mix_1149472_1152707_1.wav,KNN20211014-0930_mix_1149472_1152707_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring ho Anna på videosamtale takk,ring hun Anna på videosamtale takk,2.961,ring ho anna på videosamtale takk,False,KNN20211014-0930_mix_1152707_1155668_1.wav,KNN20211014-0930_mix_1152707_1155668_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring med kamera til ho Anna mobil,ring med kamera til hun Anna mobil,3.822,ring med kamera til ho anna mobil,False,KNN20211014-0930_mix_1155668_1159490_1.wav,KNN20211014-0930_mix_1155668_1159490_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring med videoanrop til ho Anna takk,ring med videoanrop til hun Anna takk,4.241,ring med videoanrop til ho anna takk,False,KNN20211014-0930_mix_1159490_1163731_1.wav,KNN20211014-0930_mix_1159490_1163731_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring nummeret 23 27 60 00 med video,ring nummeret 23 27 60 00 med video,5.618,ring nummeret to tre to sju seks null null null med video,False,KNN20211014-0930_mix_1163731_1169349_1.wav,KNN20211014-0930_mix_1163731_1169349_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring til 23 27 60 00 på videoanrop,ring til 23 27 60 00 på videoanrop,5.059,ring til to tre to sju seks null null null på videoanrop,False,KNN20211014-0930_mix_1171480_1176539_1.wav,KNN20211014-0930_mix_1171480_1176539_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ring til nummeret 23 27 60 00 med kamera,ring til nummeret 23 27 60 00 med kamera,5.819,ring til nummeret to tre to sju seks null null null med kamera,False,KNN20211014-0930_mix_1176539_1182358_1.wav,KNN20211014-0930_mix_1176539_1182358_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],start ein videosamtale med Norli,start en videosamtale med Norli,3.103,start en videosamtale med norli,False,KNN20211014-0930_mix_1182358_1185461_1.wav,KNN20211014-0930_mix_1182358_1185461_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],start ein videoanrop med ho Anna,start et videoanrop med hun Anna,3.056,start et videoanrop med ho anna,False,KNN20211014-0930_mix_1185461_1188517_1.wav,KNN20211014-0930_mix_1185461_1188517_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],start video call med ho Anna,start video call med hun Anna,3.433,start videocall med ho anna,False,KNN20211014-0930_mix_1188517_1191950_1.wav,KNN20211014-0930_mix_1188517_1191950_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ver vennleg og ring til ho Anna på video,vennligst ring til hun Anna på video,2.695,vennligst ring til ho anna på video,False,KNN20211014-0930_mix_1191950_1194645_1.wav,KNN20211014-0930_mix_1191950_1194645_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],video-ring 23 27 60 00,video-ring 23 27 60 00,5.31,videoring to tre to sju seks null null null,False,KNN20211014-0930_mix_1194645_1199955_1.wav,KNN20211014-0930_mix_1194645_1199955_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],video-ring ho Anna no takk,video-ring hun Anna nå takk,2.56,videoring ho anna no takk,False,KNN20211014-0930_mix_1199955_1202515_1.wav,KNN20211014-0930_mix_1199955_1202515_2.wav,KNN,north
telefoni,telefoni,ring med videoanrop [til <kontakt>|<nummer>|<relasjon>|<forretning>] [på <nummertype>],ver så snill å video-ringe ho Anna,vær så snill å video-ringe hun Anna,3.504,vær så snill å videoringe ho anna,False,KNN20211014-0930_mix_1202515_1206019_1.wav,KNN20211014-0930_mix_1202515_1206019_2.wav,KNN,north
telefoni,telefoni,skru av høyttaler,du kan skru av høgtalar på mobiltelefonen,du kan skru av høyttaler på mobiltelefonen,6.288,du kan skru av høytaler på mobiltelefonen,False,MSV20201015-0930_mix_3698861_3705149_1.wav,MSV20201015-0930_mix_3698861_3705149_2.wav,MSV,south-west
